1.975000000000000000e+04,1.002604258091595923e+00
1.980000000000000000e+04,1.006587981457540915e+00
1.985000000000000000e+04,1.010567628890751912e+00
1.990000000000000000e+04,1.014543173251841068e+00
1.995000000000000000e+04,1.018514565826486029e+00
2.000000000000000000e+04,1.022490476291241013e+00
2.005000000000000000e+04,1.026456081634083084e+00
2.010000000000000000e+04,1.030417652668355943e+00
2.015000000000000000e+04,1.034375108792658926e+00
2.020000000000000000e+04,1.038328364676500026e+00
2.025000000000000000e+04,1.042277329947612019e+00
2.030000000000000000e+04,1.046221910302973956e+00
2.035000000000000000e+04,1.050162001660549960e+00
2.040000000000000000e+04,1.054097499052331965e+00
2.045000000000000000e+04,1.058028290030780028e+00
2.050000000000000000e+04,1.061954256324989965e+00
2.055000000000000000e+04,1.065875273740992002e+00
2.060000000000000000e+04,1.069791212074916897e+00
2.065000000000000000e+04,1.073701935036941890e+00
2.070000000000000000e+04,1.077607300185756012e+00
2.075000000000000000e+04,1.081507158872577978e+00
2.080000000000000000e+04,1.085401356195109912e+00
2.085000000000000000e+04,1.089289730962168079e+00
2.090000000000000000e+04,1.093172115669293065e+00
2.095000000000000000e+04,1.097048336485725084e+00
2.100000000000000000e+04,1.100918213254211020e+00
2.105000000000000000e+04,1.104781559504218080e+00
2.110000000000000000e+04,1.108638182479104950e+00
2.115000000000000000e+04,1.112487883179118064e+00
2.120000000000000000e+04,1.116330456420469019e+00
2.125000000000000000e+04,1.120165690911856915e+00
2.130000000000000000e+04,1.123993369349248095e+00
2.135000000000000000e+04,1.127813268530220014e+00
2.140000000000000000e+04,1.131625159488393040e+00
2.145000000000000000e+04,1.135428807649470961e+00
2.150000000000000000e+04,1.139223973008858914e+00
2.155000000000000000e+04,1.143010410332581994e+00
2.160000000000000000e+04,1.146787869381650005e+00
2.165000000000000000e+04,1.150556095160151893e+00
2.170000000000000000e+04,1.154314828188508946e+00
2.175000000000000000e+04,1.158063804800695928e+00
2.180000000000000000e+04,1.161802757467305103e+00
2.185000000000000000e+04,1.165531415142543104e+00
2.190000000000000000e+04,1.169249503636557108e+00
2.195000000000000000e+04,1.172956746011468043e+00
2.200000000000000000e+04,1.176652863001061977e+00
2.205000000000000000e+04,1.180337573453237976e+00
2.210000000000000000e+04,1.184010594793555082e+00
2.215000000000000000e+04,1.187671643509232045e+00
2.220000000000000000e+04,1.191320435651580967e+00
2.225000000000000000e+04,1.194956687355396951e+00
2.230000000000000000e+04,1.198580115372650967e+00
2.235000000000000000e+04,1.202190437619161001e+00
2.240000000000000000e+04,1.205787373730986989e+00
2.245000000000000000e+04,1.209370645628381036e+00
2.250000000000000000e+04,1.212939978084250914e+00
2.255000000000000000e+04,1.216495099294707005e+00
2.260000000000000000e+04,1.220035741447738964e+00
2.265000000000000000e+04,1.223561641288205104e+00
2.270000000000000000e+04,1.227072540674789991e+00
2.275000000000000000e+04,1.230568187126136914e+00
2.280000000000000000e+04,1.234048334353869958e+00
2.285000000000000000e+04,1.237512742778019037e+00
2.290000000000000000e+04,1.240961180022716048e+00
2.295000000000000000e+04,1.244393421389385024e+00
2.300000000000000000e+04,1.247809250304354967e+00
2.305000000000000000e+04,1.251208458738443996e+00
2.310000000000000000e+04,1.254590847596404934e+00
2.315000000000000000e+04,1.257956227074291000e+00
2.320000000000000000e+04,1.261304416982683030e+00
2.325000000000000000e+04,1.264635247034338050e+00
2.330000000000000000e+04,1.267948557095518014e+00
2.335000000000000000e+04,1.271244197399469034e+00
2.340000000000000000e+04,1.274522028722063993e+00
2.345000000000000000e+04,1.277781922519078961e+00
2.350000000000000000e+04,1.281023761025094965e+00
2.355000000000000000e+04,1.284247437314657070e+00
2.360000000000000000e+04,1.287452855326078005e+00
2.365000000000000000e+04,1.290639929849044076e+00
2.370000000000000000e+04,1.293808586476524081e+00
2.375000000000000000e+04,1.296958761523695935e+00
2.380000000000000000e+04,1.300090401913865046e+00
2.385000000000000000e+04,1.303203465034127095e+00
2.390000000000000000e+04,1.306297918562677074e+00
2.395000000000000000e+04,1.309373740269174968e+00
2.400000000000000000e+04,1.312430917790881058e+00
2.405000000000000000e+04,1.315469448386624052e+00
2.410000000000000000e+04,1.318489338670385091e+00
